肖申克的救赎,https://movie.douban.com/subject/1292052/
霸王别姬,https://movie.douban.com/subject/1291546/
阿甘正传,https://movie.douban.com/subject/1292720/
泰坦尼克号,https://movie.douban.com/subject/1292722/
这个杀手不太冷,https://movie.douban.com/subject/1295644/
美丽人生,https://movie.douban.com/subject/1292063/
千与千寻,https://movie.douban.com/subject/1291561/
辛德勒的名单,https://movie.douban.com/subject/1295124/
星际穿越,https://movie.douban.com/subject/1889243/
盗梦空间,https://movie.douban.com/subject/3541415/
楚门的世界,https://movie.douban.com/subject/1292064/
忠犬八公的故事,https://movie.douban.com/subject/3011091/
海上钢琴师,https://movie.douban.com/subject/1292001/
三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/
放牛班的春天,https://movie.douban.com/subject/1291549/
机器人总动员,https://movie.douban.com/subject/2131459/
无间道,https://movie.douban.com/subject/1307914/
疯狂动物城,https://movie.douban.com/subject/25662329/
控方证人,https://movie.douban.com/subject/1296141/
大话西游之大圣娶亲,https://movie.douban.com/subject/1292213/
熔炉,https://movie.douban.com/subject/5912992/
教父,https://movie.douban.com/subject/1291841/
当幸福来敲门,https://movie.douban.com/subject/1849031/
触不可及,https://movie.douban.com/subject/6786002/
怦然心动,https://movie.douban.com/subject/3319755/
['肖申克的救赎', '\xa0/\xa0The Shawshank Redemption'],https://movie.douban.com/subject/1292052/
['霸王别姬'],https://movie.douban.com/subject/1291546/
['阿甘正传', '\xa0/\xa0Forrest Gump'],https://movie.douban.com/subject/1292720/
['泰坦尼克号', '\xa0/\xa0Titanic'],https://movie.douban.com/subject/1292722/
['这个杀手不太冷', '\xa0/\xa0Léon'],https://movie.douban.com/subject/1295644/
['美丽人生', '\xa0/\xa0La vita è bella'],https://movie.douban.com/subject/1292063/
['千与千寻', '\xa0/\xa0千と千尋の神隠し'],https://movie.douban.com/subject/1291561/
['辛德勒的名单', "\xa0/\xa0Schindler's List"],https://movie.douban.com/subject/1295124/
['星际穿越', '\xa0/\xa0Interstellar'],https://movie.douban.com/subject/1889243/
['盗梦空间', '\xa0/\xa0Inception'],https://movie.douban.com/subject/3541415/
['楚门的世界', '\xa0/\xa0The Truman Show'],https://movie.douban.com/subject/1292064/
['忠犬八公的故事', "\xa0/\xa0Hachi: A Dog's Tale"],https://movie.douban.com/subject/3011091/
['海上钢琴师', "\xa0/\xa0La leggenda del pianista sull'oceano"],https://movie.douban.com/subject/1292001/
['三傻大闹宝莱坞', '\xa0/\xa03 Idiots'],https://movie.douban.com/subject/3793023/
['放牛班的春天', '\xa0/\xa0Les choristes'],https://movie.douban.com/subject/1291549/
['机器人总动员', '\xa0/\xa0WALL·E'],https://movie.douban.com/subject/2131459/
['无间道', '\xa0/\xa0無間道'],https://movie.douban.com/subject/1307914/
['疯狂动物城', '\xa0/\xa0Zootopia'],https://movie.douban.com/subject/25662329/
['控方证人', '\xa0/\xa0Witness for the Prosecution'],https://movie.douban.com/subject/1296141/
['大话西游之大圣娶亲', '\xa0/\xa0西遊記大結局之仙履奇緣'],https://movie.douban.com/subject/1292213/
['熔炉', '\xa0/\xa0도가니'],https://movie.douban.com/subject/5912992/
['教父', '\xa0/\xa0The Godfather'],https://movie.douban.com/subject/1291841/
['当幸福来敲门', '\xa0/\xa0The Pursuit of Happyness'],https://movie.douban.com/subject/1849031/
['触不可及', '\xa0/\xa0Intouchables'],https://movie.douban.com/subject/6786002/
['怦然心动', '\xa0/\xa0Flipped'],https://movie.douban.com/subject/3319755/
肖申克的救赎,https://movie.douban.com/subject/1292052/
霸王别姬,https://movie.douban.com/subject/1291546/
阿甘正传,https://movie.douban.com/subject/1292720/
泰坦尼克号,https://movie.douban.com/subject/1292722/
这个杀手不太冷,https://movie.douban.com/subject/1295644/
美丽人生,https://movie.douban.com/subject/1292063/
千与千寻,https://movie.douban.com/subject/1291561/
辛德勒的名单,https://movie.douban.com/subject/1295124/
星际穿越,https://movie.douban.com/subject/1889243/
盗梦空间,https://movie.douban.com/subject/3541415/
楚门的世界,https://movie.douban.com/subject/1292064/
忠犬八公的故事,https://movie.douban.com/subject/3011091/
海上钢琴师,https://movie.douban.com/subject/1292001/
三傻大闹宝莱坞,https://movie.douban.com/subject/3793023/
放牛班的春天,https://movie.douban.com/subject/1291549/
机器人总动员,https://movie.douban.com/subject/2131459/
无间道,https://movie.douban.com/subject/1307914/
疯狂动物城,https://movie.douban.com/subject/25662329/
控方证人,https://movie.douban.com/subject/1296141/
大话西游之大圣娶亲,https://movie.douban.com/subject/1292213/
熔炉,https://movie.douban.com/subject/5912992/
教父,https://movie.douban.com/subject/1291841/
当幸福来敲门,https://movie.douban.com/subject/1849031/
触不可及,https://movie.douban.com/subject/6786002/
怦然心动,https://movie.douban.com/subject/3319755/
